for,53.34,53.78,
the,53.809999,53.969999,
case,53.969999,54.469999,
ah,54.57,54.92,
<unk>,55.25,55.55,
once,55.91,56.18,
the,56.18,56.28,
statements,56.28,56.52,
are,56.52,56.7,
done,56.7,56.88,
there's,56.88,57.01,
a,57.01,57.07,
loop,57.07,57.28,
back,57.29,57.55,
to,57.56,57.67,
check,57.67,57.94,
the,57.94,58.05,
boolean,58.05,58.42,
expression,58.42,58.99,
and,59.36,59.49,
if,59.49,59.75,
the,59.75,59.83,
boolean,59.83,60.12,
expression,60.12,60.75,
is,60.77,61.04,
eventually,61.09,61.67,
FALSE,61.67,62.12,
then,62.16,62.51,
ah,62.55,62.71,
we,62.71,62.88,
go,62.88,63.25,
and,63.45,63.79,
continue,63.83,64.28,
the,64.28,64.39,
control,64.389999,64.759999,
flow,64.76,65.14,
after,65.37,65.81,
the,65.83,65.96,
while,65.96,66.24,
statement,66.24,66.75,
ah,67.29,67.41,
it's,67.41,67.57,
a,67.57,67.63,
very,67.63,68.03,
natural,68.049999,68.549999,
way,68.549999,68.799999,
to,68.799999,69.119999,
express,69.139999,69.619999,
a,69.62,69.7,
computation,69.7,70.34,
that,70.34,70.45,
you,70.449999,70.549999,
wanna,70.549999,70.769999,
repeat,70.77,71.13,
again,71.16,71.44,
and,71.440001,71.550001,
again,71.549999,71.939999,
and,72.199999,72.369999,
well,72.37,72.57,
lets,72.61,72.78,
look,72.78,73.03,
more,73.03,73.17,
closely,73.17,73.75,
ah,73.8,73.99,
at,74,74.25,
what,74.25,74.37,
happens,74.38,74.9,
so,75.41,75.64,
this,75.64,75.84,
is,75.84,76,
that,76,76.22,
same,76.22,76.51,
code,76.51,76.95,
ah,77.01,77.24,
<unk>,77.25,77.42,
wrapped,77.46,77.84,
in,77.84,78.13,
ah,78.18,78.41,
a,78.46,78.55,
full,78.55,78.77,
java,78.77,79.1,
program,79.1,79.69,
ah,79.72,79.87,
where,79.87,80.01,
the,80.01,80.09,
main,80.09,80.35,
and,80.349999,80.459999,
so,80.46,80.66,
forth,80.66,80.97,
[noise],80.97,81.3,
it,81.3,81.49,
takes,81.49,82,
as,82.11,82.63,
ah,82.71,82.96,
from,82.969999,83.179999,
the,83.179999,83.259999,
command,83.259999,83.599999,
line,83.599999,83.979999,
ah,84.27,84.45,
an,84.46,84.61,
integer,84.61,85.12,
ah,85.21,85.55,
that,85.58,85.75,
we,85.75,85.85,
put,85.849999,86.119999,
in,86.15,86.32,
a,86.32,86.36,
veriable,86.36,87.02,
ah,87.36,87.67,
n,87.679999,87.839999,
then,87.839999,88.229999,
sets,88.26,88.69,
two,88.690001,88.870001,
veriables,88.869999,89.079999,
i,89.08,89.27,
and,89.279999,89.569999,
v,89.57,90.08,
and,90.129999,90.419999,
goes,90.44,90.69,
into,90.690001,90.940001,
a,90.94,91.03,
while,91.03,91.34,
[noise],91.34,91.5,
loop,91.34,91.51,
what,91.74,91.94,
this,91.94,92.1,
program,92.1,92.52,
does,92.52,92.77,
is,92.77,92.93,
print,92.93,93.17,
powers,93.19,93.52,
of,93.52,93.67,
two,93.67,93.97,
and,94.45,94.63,
nowadays,94.63,95.03,
if,95.03,95.17,
you,95.17,95.32,
go,95.32,95.37,
to,95.37,95.39,
google,95.39,95.61,
powers,95.61,95.93,
of,95.93,96.07,
two,96.07,96.32,
you,96.32,96.44,
might,96.44,96.72,
not,96.76,96.84,
even,96.84,97.08,
come,97.1,97.3,
across,97.3,97.6,
this,97.6,97.73,
scheme,97.73,98.12,
[noise],98.349999,98.809999,
ah,98.809999,99.159999,
so,99.2,99.5,
what,99.5,99.65,
happens,99.66,100.21,
[noise],100.21,100.4,
ah,100.4,100.64,
so,100.639999,100.779999,
we,100.78,100.9,
said,100.91,101.11,
i,101.11,101.22,
does,101.24,101.45,
erode,101.45,101.84,
v,101.849999,101.989999,
to,101.99,102.09,
one,102.09,102.46,
here's,102.469999,102.699999,
a,102.7,102.78,
trace,102.78,103.21,
of,103.24,103.43,
this,103.429999,103.569999,
boolean,103.57,104.02,
operation,104.02,104.64,
[noise],104.71,105.26,
do,105.7,105.9,
the,105.9,106.11,
ah,106.23,106.51,
boolean,106.529999,106.909999,
expression,106.91,107.52,
i,107.529999,107.879999,
less,107.879999,108.079999,
than,108.08,108.21,
or,108.209999,108.309999,
equal,108.309999,108.479999,
to,108.48,108.59,
n,108.48,108.59,
and,108.59,108.9,
in,108.91,108.98,
this,108.98,109.16,
case,109.16,109.38,
i,109.41,109.72,
is,109.72,110.23,
less,110.44,110.72,
than,110.72,111.04,
or,111.04,111.13,
equal,111.13,111.33,
to,111.33,111.42,
n,111.42,111.77,
so,111.77,112.21,
ah,112.59,112.8,
the,112.8,112.99,
statement,113,113.47,
is,113.47,113.6,
TRUE,113.6,113.87,
so,113.88,114.02,
we,114.02,114.15,
go,114.15,114.38,
ahead,114.38,114.71,
and,114.72,115.13,
er,115.2,115.4,
perform,115.44,116.03,
uh,116.29,116.43,
the,116.429999,116.559999,
statements,116.559999,116.979999,
inside,116.99,117.5,
the,117.5,117.59,
while,117.59,117.93,
loop,117.929999,118.109999,
er,118.57,118.77,
first,118.8,119.03,
thing,119.03,119.23,
says,119.23,119.46,
to,119.46,119.55,
print,119.55,119.74,
out,119.74,119.87,
the,119.87,119.96,
value,119.96,120.27,
of,120.27,120.39,
v,120.4,120.67,
so,120.67,120.81,
that's,120.809999,121.019999,
one,121.03,121.4,
now,122.04,122.23,
we,122.23,122.42,
increment,122.42,122.83,
i,122.83,122.93,
ah,122.929999,123.269999,
to,123.339999,123.479999,
two,123.48,123.96,
ah,124.4,124.77,
and,124.789999,125.079999,
we,125.08,125.29,
multiply,125.299999,125.799999,
v,125.799999,126.039999,
by,126.039999,126.229999,
two,126.23,126.64,
that,126.68,126.86,
gives,126.86,127.01,
us,127.01,127.16,
the,127.17,127.27,
next,127.27,127.51,
power,127.51,127.76,
of,127.76,127.89,
two,127.89,128.28,
uh,128.75,128.94,
and,128.94,129.16,
then,129.16,129.28,
we,129.28,129.38,
check,129.38,129.73,
is,129.75,130.01,
i,130.01,130.23,
less,130.25,130.54,
or,130.54,130.62,
equal,130.62,130.79,
to,130.79,130.88,
n,130.88,131.2,
it's,131.21,131.54,
still,131.54,131.68,
less,131.68,131.74,
than,131.74,131.87,
or,131.87,132.02,
equal,132.02,132.16,
to,,,
n,132.16,132.46,
so,132.61,132.81,
we,132.81,132.95,
print,132.95,133.15,
out,133.16,133.35,
v,133.35,133.56,
so,133.56,133.74,
that's,133.75,133.96,
the,133.96,134.02,
next,134.02,134.24,
power,134.24,134.57,
to,134.57,134.95,
increment,135.19,135.689999,
i,135.69,136.1,
compute,136.42,136.78,
the,136.78,136.86,
next,136.86,137.11,
power,137.11,137.45,
of,137.32,137.45,
two,137.45,137.83,
are,138.17,138.35,
we,138.349999,138.639999,
at,138.66,138.99,
i,139.02,139.28,
equal,139.309999,139.639999,
six,139.65,139.98,
yet,139.98,140.19,
no,140.2,140.63,
ah,141.07,141.3,
we're,141.309999,141.74,
still,141.74,142.01,
TRUE,142.01,142.34,
that,142.34,142.52,
i,142.529999,143.5,
is,143.5,142.779999,
less,142.779999,142.969999,
or,142.969999,143.149999,
equal,143.15,143.37,
six,143.369999,143.659999,
so,143.66,144.11,
ah,144.16,144.32,
we,144.34,144.5,
go,144.5,144.63,
ahead,144.63,144.86,
and,144.86,145.09,
[noise],145.09,145.41,
ah,145.41,145.66,
print,145.68,145.91,
v,145.91,146.31,
ah,146.54,146.83,
increment,146.86,147.3,
on,147.3,147.32,
i,147.32,147.66,
can,147.96,148.11,
keep,148.11,148.32,
the,148.32,148.39,
next,148.39,148.61,
power,148.61,148.8,
of,148.8,148.9,
two,148.9,149.29,
and,149.61,149.78,
we,149.78,149.87,
just,149.87,150.05,
keep,150.05,150.26,
doing,150.26,150.56,
this,150.56,150.88,
ah,150.91,151.36,
ah,151.37,151.51,
until,151.51,151.94,
we,151.95,152.1,
get,152.099999,152.339999,
to,152.34,152.7,
[noise],152.75,153.12,
ah,153.12,153.46,
i,153.86,154.1,
equal,154.099999,154.28,
to,154.28,154.41,
six,154.42,154.71,
now,154.71,154.97,
we,154.969999,155.149999,
for,155.16,155.67,
ah,156.349999,156.579999,
print,156.61,156.76,
out,156.759999,157.039999,
sixteen,157.04,157.73,
now,157.9,158.16,
we're,158.16,158.41,
at,158.41,158.5,
five,158.57,159.52,
compete,159.62,160,
the,160.25,160.4,
two,160.6,161.1,
ah,161.549999,161.809999,
still,161.85,162.19,
TRUE,162.190001,162.760001,
ah,163.11,163.44,
print,163.49,163.67,
out,163.67,163.81,
the,163.81,163.92,
thirty,163.92,164.21,
two,164.21,164.62,
[noise],164.67,165.01,
on,165.01,165.27,
now,165.28,165.43,
we're,165.43,165.55,
at,165.55,165.67,
six,165.67,166.27,
ah,166.31,166.95,
and,167.25,167.46,
we,167.46,167.55,
can,167.55,167.68,
print,167.69,167.97,
sixty,167.97,168.28,
four,168.28,168.67,
still,168.68,168.98,
TRUE,168.98,169.33,
so,169.36,169.49,
we,169.49,169.62,
print,169.62,169.85,
it,169.85,169.95,
out,169.95,170.27,
[noise],170.33,170.81,
uh,170.809999,171.009999,
now,171.01,171.23,
we,171.23,171.5,
get,171.51,171.82,
to,171.82,171.97,
i,171.969999,172.189999,
equals,172.26,172.41,
seven,172.42,172.93,
ah,173.16,173.33,
we,173.33,173.5,
go,173.5,173.65,
head,173.65,173.7,
and,173.7,173.96,
compute,173.96,174.36,
the,174.36,174.45,
next,174.45,174.66,
power,174.66,174.95,
of,174.95,175.34,
[noise],175.37,175.76,
two,175.759999,176.019999,
but,176.04,176.21,
now,176.21,176.46,
we,176.46,176.61,
test,176.61,176.97,
is,176.969999,177.089999,
i,177.099999,177.449999,
less,177.46,177.52,
than,177.52,177.78,
or,177.79,177.99,
equal,177.99,178.05,
to,178.049999,178.36,
seven,178.369999,178.769999,
in,178.789999,178.939999,
this,178.940001,179.110001,
case,179.109999,179.369999,
it's,179.369999,179.559999,
FALSE,179.57,180.19,
so,180.43,180.65,
that,180.65,180.86,
means,180.86,181.12,
we,181.129999,181.259999,
do,181.26,181.39,
not,181.39,181.59,
do,181.59,181.7,
the,181.7,181.82,
statements,181.82,182.17,
in,182.17,182.29,
the,182.29,182.35,
while,182.35,182.59,
loop,182.59,182.83,
and,182.83,182.9,
we,182.91,183.05,
just,183.05,183.23,
go,183.23,183.39,
<unk>,183.43,183.49,
go,183.56,183.74,
to,183.74,183.85,
the,183.85,184.02,
end,184.02,184.35,
and,184.58,184.71,
that's,184.71,184.9,
the,184.91,185.04,
end,185.04,185.18,
of,185.18,185.28,
this,185.28,185.42,
program,185.44,185.89,
that's,186.7,186.97,
a,186.97,187.03,
program,187.03,187.62,
that,187.62,187.86,
prints,187.86,188.27,
uh,188.33,188.49,
powers,188.49,188.84,
of,188.84,188.98,
two,188.98,189.22,
we,189.22,189.33,
could,189.33,189.42,
put,189.46,189.64,
any,189.639999,189.869999,
integer,189.87,190.2,
and,190.2,190.36,
ah,190.36,190.59,
get,190.59,190.73,
a,190.73,190.76,
list,190.76,191.09,
of,191.09,191.23,
the,191.23,191.3,
powers,191.3,191.64,
of,191.639999,191.799999,
two,191.8,192.06,
[noise],192.2,192.56,
and,192.559999,192.709999,
thats,192.71,192.88,
a,192.88,193.08,
prototypical,193.08,193.76,
of,193.77,194.15,
ah,194.2,194.42,
lots,194.429999,194.699999,
of,194.7,194.8,
different,194.799999,195.009999,
programs,195.009999,195.559999,
where,195.559999,195.799999,
you,195.799999,195.959999,
might,195.96,196.16,
wanna,196.16,196.41,
print,196.67,196.89,
out,196.889999,197.019999,
a,197.02,197.1,
value,197.109999,197.629999,
and,197.639999,197.799999,
then,197.799999,197.909999,
a,197.91,197.96,
function,197.959999,198.329999,
evaluated,198.33,198.96,
on,198.99,199.15,
ah,199.2,199.38,
that,199.4,199.57,
value,199.58,199.95,
uh,201.75,201.9,
okay,201.9,202.25,
so,202.25,202.65,
[noise],202.66,202.95,
ah,202.95,203.31,
just,203.33,203.63,
to,203.63,203.89,
get,203.91,204.09,
used,204.09,204.31,
to,204.31,204.38,
the,204.38,204.5,
idea,204.5,204.72,
of,204.72,204.82,
a,204.82,204.89,
while,204.89,205.2,
loop,205.2,205.42,
just,205.43,205.6,
take,205.62,205.8,
a,205.8,205.86,
look,205.86,206.02,
at,206.02,206.13,
this,206.13,206.3,
code,206.3,206.58,
ah,206.88,207.34,
and,207.719999,208.039999,
see,208.059999,208.269999,
if,208.27,208.38,
you,208.38,208.48,
see,208.48,208.76,
anything,208.77,209.18,
wrong,209.179999,209.419999,
with,209.429999,209.569999,
it,209.57,209.74,
well,210.52,210.86,
of,210.87,210.97,
course,210.969999,211.439999,
what's,211.48,211.92,
missing,211.95,212.43,
in,212.429999,212.519999,
this,212.52,212.73,
code,212.73,213.14,
is,213.21,213.41,
the,213.42,213.54,
braces,213.54,214.13,
ah,214.34,214.73,
and,214.949999,215.319999,
it's,215.33,215.8,
uh,215.92,216.08,
not,216.08,216.36,
uncommon,216.39,216.89,
for,216.89,217.06,
beginning,217.06,217.42,
programmers,217.42,218.03,
to,218.03,218.24,
forget,218.24,218.59,
about,218.6,218.84,
the,218.84,218.93,
braces,218.93,219.47,
in,219.91,220.05,
some,220.05,220.26,
programming,220.26,220.74,
languages,220.74,221.26,
like,221.28,221.51,
python,221.51,222.18,
it's,222.3,222.51,
ah,222.51,222.57,
enough,222.57,222.84,
to,222.84,223.14,
indent,223.15,223.59,
you,223.6,223.72,
don't,223.72,223.88,
need,223.89,224.1,
the,224.099999,224.169999,
braces,224.17,224.82,
but,224.929999,225.059999,
in,225.059999,225.089999,
java,225.09,225.52,
you,225.52,225.69,
definitely,225.69,226.16,
need,226.16,226.38,
the,226.38,226.44,
braces,226.44,227.02,
and,227.78,228.11,
if,228.12,228.25,
you,228.25,228.36,
do,228.36,228.73,
make,228.73,228.94,
that,228.94,229.07,
mistake,229.07,229.53,
it's,229.53,229.64,
worthwhile,229.639999,230.109999,
to,230.11,230.19,
think,230.19,230.37,
about,230.38,230.66,
what,230.66,230.83,
might,230.83,231.02,
happen,231.02,231.43,
so,231.48,231.96,
that's,232.02,232.23,
the,232.23,232.32,
next,232.32,232.5,
thing,232.5,232.7,
is,232.699999,232.819999,
what,232.82,232.99,
is,232.99,233.09,
this,233.09,233.46,
program,233.559999,234.029999,
actually,234.059999,234.519999,
do,234.52,234.82,
when,234.83,235.04,
we,235.04,235.16,
run,235.16,235.33,
it,235.33,235.44,
[noise],235.63,236.1,
uh,236.1,236.28,
if,236.28,236.41,
you,236.44,236.56,
were,236.56,236.65,
to,236.65,236.75,
type,236.75,237.06,
that,237.06,237.2,
program,237.2,237.75,
and,237.76,237.91,
forget,237.91,238.14,
the,238.14,238.21,
braces,238.21,238.56,
by,238.56,238.71,
accident,238.71,239.08,
you,239.09,239.31,
have,239.31,239.49,
to,239.49,239.59,
cope,239.59,239.81,
with,239.81,239.95,
the,239.95,240.02,
situation,240.02,240.72,
well,241.16,241.45,
what,241.45,241.58,
it,241.58,241.66,
does,241.66,241.91,
is,241.92,242.16,
it,242.16,242.75,
sets,242.75,242.98,
i,242.99,243.05,
to,243.05,243.32,
zero,243.32,243.87,
and,243.98,244.24,
n,244.24,244.45,
is,244.45,244.7,
six,244.7,245.18,
[noise],245.179999,245.619999,
as,245.62,245.79,
long,245.79,246.1,
as,246.099999,246.199999,
zero,246.2,246.58,
is,246.58,246.71,
less,246.71,246.9,
than,246.9,247.02,
equal,247.02,247.28,
to,247.28,247.34,
n,247.34,247.76,
uh,247.83,247.96,
it's,247.96,248.14,
gonna,248.139999,248.329999,
print,248.34,248.56,
out,248.559999,248.739999,
v,248.74,249.13,
that's,249.589999,249.799999,
an,249.799999,249.929999,
infinite,249.94,250.4,
loop,250.4,250.65,
there's,250.65,250.82,
no,250.82,250.99,
way,250.99,251.21,
for,251.209999,251.339999,
it,251.34,251.44,
to,251.440001,251.510001,
get,251.51,251.67,
outta,251.67,251.91,
the,251.91,252,
loop,252,252.27,
and,252.72,252.85,
if,252.85,252.89,
you,252.89,253.17,
type,253.23,253.59,
ah,253.68,254.19,
compile,254.26,254.64,
that,254.64,254.82,
program,254.82,255.34,
and,255.34,255.49,
run,255.49,255.67,
it,255.67,255.87,
er,256.27,256.47,
it,256.51,256.64,
will,256.64,256.71,
just,256.71,256.93,
keep,256.93,257.15,
printing,257.16,257.44,
ones,257.44,257.85,
[noise],258.43,258.89,
ah,258.89,259.1,
so,259.1,259.33,
one,259.33,259.45,
of,259.45,259.53,
the,259.53,259.59,
first,259.59,259.9,
things,259.9,260.24,
that,260.25,260.34,
you,260.34,260.44,
wanna,260.44,260.62,
think,260.62,260.82,
about,260.83,261.24,
for,261.25,261.61,
writing,261.61,261.91,
a,261.91,261.95,
program,261.95,262.48,
that,262.48,262.61,
uses,262.61,263.01,
loops,263.01,263.47,
is,263.71,264.09,
what,264.11,264.37,
do,264.37,264.4,
you,264.4,264.51,
do,264.509999,264.829999,
to,264.87,265.14,
stop,265.139999,265.609999,
your,265.61,265.74,
machine,265.74,266.31,
in,266.32,266.49,
a,266.49,266.56,
case,266.559999,266.909999,
that,266.91,267.14,
it's,267.15,267.43,
in,267.429999,267.579999,
an,267.58,267.7,
infinite,267.7,268.06,
loop,268.059999,268.299999,
ah,268.940001,269.360001,
in,269.58,269.75,
old,269.75,270.01,
old,270.02,270.25,
machines,270.25,270.68,
or,270.68,270.74,
just,270.75,270.96,
pull,270.96,271.15,
the,271.15,271.25,
plug,271.25,271.57,
or,271.57,271.65,
power,271.65,272.01,
off,272.01,272.36,
ah,272.4,272.86,
nowadays,273.14,273.69,
depending,273.69,274.13,
on,274.13,274.24,
the,274.24,274.34,
computer,274.34,274.73,
in,274.73,274.82,
the,274.82,274.91,
system,274.91,275.28,
you're,275.28,275.41,
using,275.41,275.87,
ah,276.17,276.32,
usually,276.33,276.87,
or,276.95,277.05,
something,277.07,277.4,
like,277.4,277.55,
control,277.55,278.04,
c,278.05,278.49,
would,278.57,278.77,
work,278.78,279.21,
to,279.22,279.35,
stop,279.349999,279.639999,
it,279.639999,279.789999,
but,279.79,279.96,
that's,279.96,280.21,
uh,280.48,280.6,
something,280.63,280.98,
that,280.98,281.06,
you're,281.07,281.16,
gonna,281.16,281.33,
have,281.33,281.45,
to,281.45,281.54,
look,281.54,281.74,
up,281.75,281.9,
for,281.9,282.13,
your,282.139999,282.429999,
own,282.429999,282.549999,
particular,282.55,283.02,
machines,283.02,283.56,
let's,284.2,284.41,
look,284.41,284.56,
at,284.559999,284.669999,
an,284.67,284.84,
actual,284.849999,285.279999,
application,285.28,285.98,
we're,285.98,286.19,
having,286.199999,286.469999,
a,286.469999,286.539999,
while,286.539999,286.859999,
loop,286.859999,287.049999,
it's,287.049999,287.179999,
going,287.18,287.36,
to,287.359999,287.519999,
be,287.52,287.65,
able,287.65,287.78,
to,287.779999,288.159999,
ah,288.23,288.4,
enable,288.41,288.74,
us,288.74,288.84,
to,288.84,288.94,
perform,288.94,289.639999,
a,289.31,289.37,
computation,289.37,290.05,
[noise],290.08,290.54,
the,290.54,290.67,
classic,290.67,291.07,
problem,291.07,291.31,
is,291.31,291.56,
called,291.56,291.87,
implementing,291.87,292.34,
the,292.34,292.61,
ah,292.64,292.82,
square,292.84,293.23,
root,293.23,293.43,
function,293.43,293.91,
so,293.92,294.29,
how,294.32,294.5,
is,294.5,294.63,
math,294.63,294.86,
dot,294.87,295.03,
square,295.03,295.29,
root,295.29,295.49,
implemented,295.5,296.01,
[noise],296.13,296.74,
ah,296.74,296.92,
so,296.96,297.22,
i,297.22,297.34,
want,297.34,297.42,
to,297.42,297.48,
type,297.48,297.8,
java,297.83,298.28,
square,298.28,298.62,
root,298.62,298.84,
ah,298.94,299.19,
this,299.23,299.41,
big,299.42,299.63,
eight,299.63,299.73,
digit,299.74,299.99,
number,300,300.41,
and,300.42,300.51,
i,300.509999,300.569999,
want,300.57,300.65,
it,300.65,300.79,
to,300.799999,300.919999,
tell,300.92,301.1,
me,301.099999,301.309999,
at,301.32,301.4,
seven,301.4,301.69,
seven,301.69,302,
and,302,302.18,
seven,302.179999,302.509999,
or,302.849999,303.109999,
square,303.11,303.4,
root,303.4,303.52,
of,303.52,303.61,
two,303.61,303.95,
one,303.96,304.16,
point,304.16,304.35,
forward,304.379999,304.93,
for,304.93,305.19,
three,305.190001,305.410001,
three,305.459999,305.779999,
six,305.789999,306.069999,
like,306.07,306.24,
that,306.24,306.48,
[noise],306.66,307,
so,307,307.39,
ah,307.43,307.6,
how,307.63,307.76,
i,307.76,307.85,
am,307.85,307.89,
gonna,307.89,308,
implement,308.01,308.45,
that,308.45,308.63,
function,308.63,309.05,
ah,309.5,309.83,
well,310.14,310.34,
this,310.34,310.46,
is,310.46,310.48,
a,310.48,310.54,
famous,310.54,310.93,
method,310.93,311.36,
uh,311.41,311.58,
due,311.59,311.78,
to,311.78,311.88,
newton,311.88,312.34,
ah,312.6,313.05,
for,313.17,313.44,
computing,313.44,313.99,
square,314.01,314.32,
root,314.32,314.47,
of,314.47,314.58,
c,314.58,314.97,
ah,315.2,315.41,
that,315.42,315.69,
is,315.7,316.05,
a,316.08,316.66,
fine,316.8,317.13,
method,317.139999,317.459999,
for,317.46,317.57,
this,317.57,317.73,
problem,317.74,318.15,
[noise],318.27,318.69,
so,318.69,318.86,
what,318.86,319,
we,319,319.1,
do,319.099999,319.319999,
is,319.32,319.6,
we,319.599999,319.969999,
ah,320,320.51,
an,320.759999,320.889999,
initialize,320.889999,321.62,
the,321.63,321.74,
variable,321.74,322.36,
it's,322.369999,322.519999,
call,322.549999,322.879999,
it,322.879999,322.969999,
t,322.969999,323.189999,
sub,323.190001,323.380001,
not,323.379999,323.559999,
here,323.559999,323.819999,
to,324.129999,324.299999,
see,324.3,324.61,
[noise],324.86,325.33,
and,325.33,325.53,
then,325.53,325.9,
ah,326.04,326.4,
what,326.42,326.66,
we're,326.66,326.75,
gonna,326.75,326.93,
do,326.93,327.16,
is,327.16,327.56,
that,327.96,328.09,
<unk>,328.09,328.21,
we're,328.29,328.46,
gonna,328.46,328.64,
compute,328.64,329.19,
t,329.21,329.43,
sub,329.43,329.57,
one,329.57,329.83,
t,329.84,330.02,
sub,330.02,330.16,
two,330.16,330.39,
t,330.39,330.63,
sub,330.63,330.73,
three,330.76,331.06,
and,331.06,331.18,
so,331.18,331.39,
forth,331.39,331.75,
[noise],331.84,332.23,
ah,332.23,332.56,
and,332.58,332.79,
<unk>,332.79,332.93,
each,333.03,333.35,
time,333.349999,333.789999,
what,333.79,333.91,
we're,333.91,333.98,
gonna,333.98,334.17,
do,334.17,334.42,
is,334.42,334.69,
set,334.69,334.95,
the,334.95,335.07,
next,335.07,335.43,
one,335.429999,335.729999,
to,335.77,335.89,
be,335.889999,336.059999,
the,336.059999,336.249999,
average,336.25,336.95,
of,336.99,337.17,
the,337.17,337.24,
previous,337.24,337.72,
one,337.719999,337.999999,
in,338.02,338.19,
see,338.19,338.45,
over,338.45,338.71,
that,338.71,338.92,
one,338.92,339.1,
now,339.61,339.7,
we're,339.7,339.77,
gonna,339.77,339.94,
keep,339.94,340.16,
going,340.16,340.7,
until,340.709999,341.159999,
t,341.16,341.38,
sub,341.379999,341.7,
i,341.7,341.939999,
is,341.949999,342.219999,
almost,342.23,342.59,
equal,342.59,342.87,
to,342.87,343.05,
c,343.05,343.27,
over,343.26,343.28,
over,343.279999,343.469999,
t,343.47,343.68,
sub,343.68,343.81,
i,343.81,344.16,
[noise],344.21,344.56,
up,344.56,344.77,
to,344.77,345.05,
the,345.07,345.27,
desired,345.27,345.72,
precision,345.72,346.18,
now,346.72,346.91,
notice,346.91,347.26,
if,347.26,347.39,
we,347.39,347.49,
get,347.49,347.64,
'em,347.64,347.72,
to,347.72,347.81,
be,347.82,348,
exactly,348,348.56,
equal,348.58,348.93,
if,348.93,349.07,
t,349.07,349.35,
equals,349.36,349.56,
c,349.57,349.86,
so,349.93,350.2,
t,350.2,350.4,
is,350.4,350.66,
